URN,Name,UUID,Geometry
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/727","CHEMIEH  BOEI 67","cf3d8818-0670-3ea2-805e-4572b5be4ff9","Polygon(List(List((4.272087025890479,51.871714192477015), (4.27192262003015,51.871732267910232), (4.272201923222312,51.872705711994342), (4.272366333984983,51.872687636196119), (4.272087025890479,51.871714192477015))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/720","CHEMIEH VOPAK 1 BINNEN","f55c435f-8d12-30d5-bbc6-c7c0ad237820","Polygon(List(List((4.272072375885989,51.87373065817728), (4.271930839347158,51.873750736024164), (4.272190338624863,51.874451604135182), (4.27233187725734,51.874431525983425), (4.272072375885989,51.87373065817728))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/1/48","PARKH  WACHTPLAATS","a744f66d-7f46-3998-a48e-a19c0730940c","Polygon(List(List((4.464720611844348,51.906562153279069), (4.4648551303801,51.906408872000924), (4.46472741969809,51.906365993577026), (4.464592900857007,51.906519274709069), (4.464720611844348,51.906562153279069))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/486","EUROPAH  SPUDPAALLOCATIE","6297c455-289a-37dd-96a3-a89350959b45","Polygon(List(List((4.032294655766886,51.960605783817655), (4.032567849536537,51.960667648203035), (4.033569203272889,51.958979907989786), (4.033296018353409,51.958918045947364), (4.032294655766886,51.960605783817655))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/489","YANGTZEK  SPUDPAALLOCATIE ZZ","aa28624c-4bcd-3627-b066-6850d1cad8f0","Polygon(List(List((4.036787683391351,51.96884847973876), (4.016342418853382,51.973570164856625), (4.016444316204333,51.973738542515932), (4.036889647067669,51.969016840024025), (4.036787683391351,51.96884847973876))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/271","2E PET EXXONMOBIL STGDEK","955c6475-1639-3493-9160-88939449ca7c","Polygon(List(List((4.375593977097642,51.887836610101594), (4.37562907285366,51.887919188542007), (4.376837161104425,51.887722589648334), (4.376802063278779,51.887640011561324), (4.375593977097642,51.887836610101594))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/1520","WAALH FNDIVING STG","ccdc691f-346a-36f9-83e8-d48ddd443802","Polygon(List(List((4.445531882913023,51.87943599266162), (4.445803322197412,51.879405310644479), (4.445792884682324,51.879369944072714), (4.44552144707548,51.879400625179329), (4.445531882913023,51.87943599266162))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/511","1E EEMH  STG OZ","e5d7a52c-447d-397f-9241-612ee8906ffd","Polygon(List(List((4.420108633711173,51.888270977836797), (4.42002632779351,51.88828870940872), (4.420217363037119,51.888628242591537), (4.420299669502575,51.888610510887879), (4.420108633711173,51.888270977836797))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/3/129","MERWEH  366","daec0c19-f300-37c3-b8e1-ed484d3b3f03","Polygon(List(List((4.417169524645146,51.910325149823528), (4.416011879643826,51.909184648640583), (4.41570418117629,51.909304118705819), (4.416861819992723,51.910444621080771), (4.417169524645146,51.910325149823528))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/38","WILTONH DAMEN DOK 2","bddb0a74-591f-32c9-b518-16d7aa21bc15","Polygon(List(List((4.381025733995191,51.902054157407939), (4.380349142082556,51.903240836075625), (4.380635532767644,51.903303316449716), (4.381312118083679,51.902116636125257), (4.381025733995191,51.902054157407939))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/205","JULIANAH KWS 1","7964fdda-318b-3ec9-bf74-7e460f11211c","Polygon(List(List((4.640148550979515,51.790432762385542), (4.639424044379729,51.790443170107871), (4.63942823996498,51.790555492991636), (4.640152748368279,51.790545085247039), (4.640148550979515,51.790432762385542))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/604","3E PET VOPAK 1","59d63532-9a03-319e-a38e-400592d7a054","Polygon(List(List((4.305957319681999,51.88123049110542), (4.306429274484056,51.882867415715715), (4.30689109036288,51.882816418474775), (4.306419119263857,51.881179495663702), (4.305957319681999,51.88123049110542))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/3/130","MERWEH  368","3071aa3f-0145-3947-ab6c-fd5abae1d2c5","Polygon(List(List((4.418336269269711,51.911463987360243), (4.417169524645146,51.910325149823528), (4.416862629846877,51.910445414289114), (4.418029368343396,51.911584253932467), (4.418336269269711,51.911463987360243))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/764","6E PET BP STG 9","72fb51b4-b4f7-39db-9096-a878895f2de4","Polygon(List(List((4.088250855330771,51.945760143004243), (4.089315682810511,51.945083706051967), (4.089128042280732,51.944970897271745), (4.088063214679417,51.945647332534485), (4.088250855330771,51.945760143004243))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/1478","WAALH 2  SPUDPAALLOCATIE","5367293f-369b-3bec-80a4-a795f8be30af","Polygon(List(List((4.446136756953837,51.890756446024653), (4.446059189361112,51.890583210796763), (4.444169330831097,51.8909071547343), (4.444246890234292,51.891080391174604), (4.446136756953837,51.890756446024653))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/899","CALANDK EECV WEST","c15f440e-ce7e-34a8-b4ef-8e43b3b81dc3","Polygon(List(List((4.112191027186087,51.965557313762247), (4.106945135101763,51.967007672159582), (4.107331493159687,51.967540909057405), (4.112577435392492,51.966090533698903), (4.112533070493981,51.966029312265889), (4.112191027186087,51.965557313762247))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/432","FRISOH  1","42693bb8-bc10-385d-a1a8-93da338a8b74","Polygon(List(List((4.424682577218538,51.883396167834761), (4.424826244775237,51.8836507349261), (4.426060292434387,51.883384009933017), (4.425916618726109,51.883129444327075), (4.424682577218538,51.883396167834761))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/212","3E PET EXXONMOBIL 5","1d536490-d9f0-3814-ad4a-e778553a197c","Polygon(List(List((4.290649003159872,51.877480711880644), (4.290786929832517,51.87750882807287), (4.291445604374065,51.876270973128683), (4.291307675221423,51.876242859458429), (4.290649003159872,51.877480711880644))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/176","KALKH HBR 3","f53597aa-ce19-3c03-84f6-83ffe946ff9b","Polygon(List(List((4.657320117422696,51.812250153542934), (4.656764635267029,51.812218275086643), (4.656747929497084,51.812330143176936), (4.657303398372825,51.812362030612071), (4.657320117422696,51.812250153542934))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/586","3E PET KOOLE 6 BIN","b0c123e2-5701-3864-b08a-0830cd53479a","Polygon(List(List((4.310260510421018,51.883481322936703), (4.309946751333062,51.882392985364874), (4.309803772684094,51.882408771078055), (4.310117531321648,51.883497109046885), (4.310260510421018,51.883481322936703))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/748","DINTELH  oude ligplaats","ff8e6a46-35e4-331d-95a8-638b7031cb9e","Polygon(List(List((4.120645234646015,51.952829864491868), (4.119704837375363,51.952488168146331), (4.119483631476697,51.952720591170468), (4.12042403190213,51.953062289284588), (4.120645234646015,51.952829864491868))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/631","SINT-LAURENSH TRONOX STG 2 NZ","6518e876-514c-32b9-b534-6e30a95a17ef","Polygon(List(List((4.273415955881436,51.894814215842537), (4.27189631207577,51.894508413457743), (4.271851372461235,51.89459388406366), (4.273371018840946,51.894899687033799), (4.273415955881436,51.894814215842537))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/70/4","NOORD OCEANCO KADE","51ad0cd8-08c4-30c8-8fde-0b54a99459d6","Polygon(List(List((4.654960829490511,51.859639948130692), (4.655396297041438,51.859642666139486), (4.655399215856821,51.859462911593326), (4.654963750044552,51.859460193598586), (4.654960829490511,51.859639948130692))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/795","CALANDK CALDIC WEST BUITEN","166d6feb-bab4-36e7-bc23-48da3aee02af","Polygon(List(List((4.181755906383302,51.936636040074042), (4.181482059604812,51.936426157290818), (4.179784253831349,51.937272493693932), (4.180058100679055,51.937482380429202), (4.181755906383302,51.936636040074042))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/177","KALKH HBR 2","9ba21730-a1f4-3b70-8aba-5a98251d1aee","Polygon(List(List((4.656679419282365,51.812183587625739), (4.655511982770913,51.811509866031741), (4.65526495018738,51.811674321405683), (4.656432384224854,51.812348052617914), (4.656679419282365,51.812183587625739))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/5/73","MAASH  4","11707a38-ddba-332a-9384-0b3d39f96979","Polygon(List(List((4.495487779315776,51.900967992763185), (4.485704364077392,51.898918723007476), (4.48554124490023,51.899216680105006), (4.495324717376525,51.901265963495277), (4.495487779315776,51.900967992763185))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/184","EEMH STEINWEG 2","86c4ad99-8824-37c1-8b99-415bc980a466","Polygon(List(List((4.408594132452494,51.883811092104608), (4.408980468712352,51.883935778132525), (4.409719367216169,51.883058987547315), (4.40933303644526,51.882934302152243), (4.408594132452494,51.883811092104608))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/4/23","RIJNH HBR NIEUWE MAZE","9a70db10-8831-33d5-ac67-55eec6a96c6b","Polygon(List(List((4.484995498563376,51.903204108744305), (4.484907799245651,51.903275771453892), (4.485255354835997,51.903438518501247), (4.485343053920361,51.90336685553325), (4.484995498563376,51.903204108744305))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/19","NIEUWE MAAS BOSKALIS 2","48b82ece-1a76-3edb-93a8-eef94d05ea5a","Polygon(List(List((4.393610657172638,51.898230961395974), (4.39230522976203,51.898184669690956), (4.392280283160162,51.898453867193574), (4.393585718357131,51.898500159194271), (4.393610657172638,51.898230961395974))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/72/5","KETELH VAN SILLEV STG","ebace524-6a64-3114-9df1-fcacec7d8aa3","Polygon(List(List((4.72747373921609,51.826605716939945), (4.725806364747375,51.826637406314582), (4.725819700985247,51.826906927775049), (4.727487085446426,51.826875236431469), (4.72747373921609,51.826605716939945))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/679","HARTELK  WP 1","ee637db0-41b6-33fe-b9e5-a5d0751a4978","Polygon(List(List((4.306017645831026,51.86486758691732), (4.3032608145305,51.864807964245003), (4.303242475894798,51.865077373527846), (4.305999326571054,51.865136996701629), (4.306017645831026,51.86486758691732))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/188","WOLWEVERSH HBR 1","64087792-344c-394a-8213-5c67eff89782","Polygon(List(List((4.667389465141117,51.81862422360588), (4.665865087995428,51.817539953877784), (4.665799487466395,51.817575379510906), (4.667323864080199,51.818659659073759), (4.667389465141117,51.81862422360588))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/617","BOTLEK MAASTANK KL STG","ffd4beaa-c272-3642-b771-c14616708420","Polygon(List(List((4.288315585151673,51.883894466846755), (4.287349057493984,51.883699321709145), (4.287303912419037,51.883784749415781), (4.288270441710945,51.883979894927414), (4.288315585151673,51.883894466846755))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/266","WAALH 1 RHENUS ZZ 1","b4d7f7a4-cbe3-3c59-88e6-06316b701078","Polygon(List(List((4.447777176181962,51.893993330882964), (4.447546004356437,51.893471683172159), (4.447405905221597,51.893495449011425), (4.44763707263533,51.894017096969399), (4.447777176181962,51.893993330882964))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/611","4E PET KOTUGSMIT STG","e79ed8a2-6efe-3cd2-931d-e37c35b3f282","Polygon(List(List((4.144453602318887,51.951385699003595), (4.144180932875004,51.951175186050023), (4.144067369854596,51.951231348701491), (4.14434004206107,51.951441860149643), (4.144453602318887,51.951385699003595))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/857","PISTOOLH KRVE STG","956e61cc-7c1a-39f7-b411-b80dbe582a09","Polygon(List(List((4.09071074150754,51.960009362853221), (4.090056426798872,51.95999597008332), (4.090051607392541,51.960085798100103), (4.090705923356981,51.960099192698259), (4.09071074150754,51.960009362853221))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/1238","WAALH 8 HOOGERWAARD ZZ","37dcef51-7bed-3731-be2b-92923bc0444b","Polygon(List(List((4.435572164752684,51.883907979486992), (4.434219204268462,51.883469448834752), (4.433770497355758,51.884002548857936), (4.435126249004947,51.884438779098616), (4.435572164752684,51.883907979486992))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/80/1","DORDTSCHE KIL DUTCH HARBOUR 1","cee7f74e-d6ae-3cfc-909b-99acbad26d33","Polygon(List(List((4.61904951746033,51.792408667296314), (4.619093600484963,51.792258700142575), (4.619080329412695,51.792257453701325), (4.618603006577239,51.792212556703603), (4.618409458687979,51.792198407603941), (4.618256630659408,51.792231751947696), (4.618186398416256,51.792291390306069), (4.617932783845372,51.792553349347614), (4.617699585473505,51.79283515407635), (4.61739666225212,51.793146550201342), (4.617338671986381,51.79330072208613), (4.617361626781537,51.793379245560885), (4.617418324887805,51.793498718436034), (4.618304013883795,51.794936253205194), (4.618843199196693,51.795789785142183), (4.619471002516615,51.795909804909385), (4.619629806598064,51.795932309111691), (4.619699458283608,51.795907012062543), (4.619707541071517,51.795838373012337), (4.620549014463163,51.793161581638088), (4.620775575080813,51.792454722392669), (4.619203880238343,51.792285174894872), (4.619200966226055,51.792291160297019), (4.619139334633325,51.792417839623361), (4.61904951746033,51.792408667296314))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/486","WERKH BOSKALIS PONTON","a3fb5da1-4712-3c38-a87b-97ce1efcb024","Polygon(List(List((4.412485519443652,51.893211702410234), (4.412242564393503,51.893133218442301), (4.410944221234613,51.893443572605506), (4.410554075933501,51.893905898319126), (4.411611476035266,51.894247468299469), (4.412485519443652,51.893211702410234))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/71/16","DEVELH LEEUWEN STG","5fa43755-794b-3b84-8464-7450576c1364","Polygon(List(List((4.623591681012442,51.808783665734275), (4.62330606620985,51.8088148133236), (4.62333118986287,51.808903335993257), (4.62361680230971,51.808872188325246), (4.623591681012442,51.808783665734275))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/45","VIJFSLUIZERH RWS STG","fbcdbc58-2338-352d-864e-b6c464a201fc","Polygon(List(List((4.369589373655983,51.901935047391781), (4.3695712741221,51.901755636123667), (4.369136229894625,51.901772430581907), (4.369154327698234,51.901951841912116), (4.369589373655983,51.901935047391781))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/747","DINTELH  oude ligplaats","1f08470a-25a1-38ec-9f69-6b62583378f0","Polygon(List(List((4.120754431847629,51.952118865512993), (4.11981890169599,51.951772121912143), (4.119594434310242,51.952003346785602), (4.120529967516131,51.952350092171443), (4.120754431847629,51.952118865512993))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/180","BOMH HBR 2B","728292c4-e8b3-3e0d-8b4f-9829e8a408b9","Polygon(List(List((4.658326796305534,51.81398088961145), (4.658273186236451,51.813938417681001), (4.657473705574188,51.814326128750928), (4.657527315347502,51.81436860104413), (4.65821259097592,51.814036276815045), (4.658326796305534,51.81398088961145))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/213","3E PET EXXONMOBIL L-STG 4","bc4ed443-38f2-3c31-87bb-0c60a45b6870","Polygon(List(List((4.310550326197001,51.873068252654647), (4.310178941706631,51.873860827093367), (4.310071165331633,51.874090684955128), (4.310211139983927,51.874114597460519), (4.3103183892774,51.873885861861645), (4.310691056934639,51.87309054633144), (4.310705114508147,51.873060545885529), (4.310858380212498,51.872733448859009), (4.310718706427975,51.872708901635214), (4.310611329845591,51.872938063412938), (4.310550326197001,51.873068252654647))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/193","RIEDIJKSH HBR 1","348e35d3-d2f8-3762-88ed-dbd15a2f0ad2","Polygon(List(List((4.675099566272768,51.817827285318316), (4.674724856550911,51.817442525416141), (4.674575851902567,51.817498258328527), (4.67495056081106,51.817883018702453), (4.675099566272768,51.817827285318316))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/15/45","KONINGSH  2","391c7e0d-67a8-38db-be86-d2d3a7147692","Polygon(List(List((4.491352095950719,51.909980201939319), (4.489989186105076,51.909463526715768), (4.489799322609307,51.909655103017464), (4.491162236054684,51.910171780438489), (4.491352095950719,51.909980201939319))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/1/32","NIEUWE MAAS  BARTEL 1","f078fc4c-2b63-32f9-acd2-251aa57c5adb","Polygon(List(List((4.444200548410871,51.902124953666117), (4.444333943019024,51.90242852047411), (4.446997947028462,51.901980537891944), (4.446864532817385,51.90167697402687), (4.444200548410871,51.902124953666117))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/70/3","NOORD NMC GROUP STG","f890de30-7f72-31ea-9416-100d70444ab0","Polygon(List(List((4.656449655718849,51.858929568219537), (4.65398204535246,51.85891418739903), (4.653977648539841,51.85918381910281), (4.656445273684451,51.859199200043257), (4.656449655718849,51.858929568219537))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/80/2","DORDTSCHE KIL HKS 2","0331ac1b-b606-3ebe-99da-d1ffd8dfd545","Polygon(List(List((4.622225395071535,51.788838970777533), (4.6225166658698,51.788321158766436), (4.622791292703512,51.787803237573051), (4.62308252118958,51.787287140729212), (4.623365380763978,51.786774431355241), (4.623439601780598,51.786643490223263), (4.622760616968338,51.786510213713903), (4.622329206259869,51.787292554767113), (4.62201793721669,51.78784803356988), (4.621720821422715,51.788384709566976), (4.621426437503367,51.78892311949398), (4.621120912609712,51.789464897714289), (4.620523553512096,51.790555406843716), (4.62047445387867,51.790645963917818), (4.621830111197909,51.790824234539144), (4.62179036156525,51.790780928114749), (4.621742873576301,51.790681984812373), (4.621664276591604,51.79023045287709), (4.621657167498173,51.790173615618457), (4.621642464009551,51.790012522321895), (4.622225395071535,51.788838970777533))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/44","NIEUWE MAAS VOPAK 629","3d1cf307-c394-3f03-abe2-7f1c6cc7f7b6","Polygon(List(List((4.356923398056764,51.901081625214381), (4.355479959750391,51.900978971977217), (4.355463362528851,51.90106826401621), (4.356906803661258,51.901170917463645), (4.356923398056764,51.901081625214381))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/469","1E EEMH  KL STG","3f9e6fad-19f2-340c-9e3b-3672d173d89a","Polygon(List(List((4.420035475636817,51.888709466023229), (4.419992698677191,51.88863102240613), (4.419579808458651,51.888717232119845), (4.419622584778101,51.888795675884779), (4.420035475636817,51.888709466023229))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/4/24","NIEUWE MAAS  KETEL 1","75aede2a-2ac7-3611-8468-1aa7b280e0d0","Polygon(List(List((4.477866002932508,51.901825735255862), (4.476895236243331,51.901430247737274), (4.476615524445922,51.901692968528685), (4.477586291413137,51.902088458329786), (4.477866002932508,51.901825735255862))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/336","NIEUWE MAAS CATS STG","67b2210c-9cae-38e1-b917-9684132e5abb","Polygon(List(List((4.455677350950951,51.897752792275206), (4.455662546274608,51.897663380270423), (4.454506189372306,51.897735683025481), (4.454520991771158,51.897825095169594), (4.455677350950951,51.897752792275206))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/891","CALANDK  AUTOAFZETPLAATS 8","99e01cc0-d9a2-3f2a-bbcf-27c6196b85a2","Polygon(List(List((4.157727142054911,51.948163647664536), (4.157547936181634,51.948022055926607), (4.156001285910124,51.948769567795168), (4.156180504392603,51.948911162022107), (4.157727142054911,51.948163647664536))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/149","MALLEGAT WEES KADE","eb61571f-020a-3e2f-a02a-492e4173e95f","Polygon(List(List((4.643433310556611,51.803209298393391), (4.643093922125423,51.802812184483273), (4.642965812434131,51.802854266079244), (4.643305200050003,51.803251380356421), (4.643433310556611,51.803209298393391))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/14/71","WATERTORENH WATERTAXI WATERTAXI","4077bc08-89b1-3d14-873f-c41416362dd6","Polygon(List(List((4.519650915867819,51.912816058290133), (4.51951522303097,51.912848250060783), (4.519541249528155,51.912890209115581), (4.519676942473397,51.912858017315301), (4.519650915867819,51.912816058290133))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/63","SINT-LAURENSH EBS 5 HBTT-B PL 75","02ebe3b0-b544-3c9f-be65-b142e9c6158a","Polygon(List(List((4.271413722222619,51.891792346205335), (4.271783711394395,51.891088386101764), (4.271369288979606,51.891004998450491), (4.270999294026486,51.891708957239537), (4.271413722222619,51.891792346205335))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/1/14","PARKH  2","113fba07-b13a-3eea-b3db-dedef711be9b","Polygon(List(List((4.463557501125655,51.905891623444681), (4.463692965675168,51.905924152399194), (4.463866417189968,51.905647631130215), (4.463730947164529,51.905615120305171), (4.463557501125655,51.905891623444681))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/252","2E PET KOOLE STG 3 PL 7","24e41ada-a765-3d99-b7f8-f4c97419bd56","Polygon(List(List((4.363788023251546,51.889925619320955), (4.363980158437211,51.889683603725601), (4.362246171712462,51.889156521543505), (4.362054029446242,51.889398536097794), (4.363788023251546,51.889925619320955))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/251","2E PET KOOLE STG 3 PL 8","4807bbed-66ac-33b3-822b-b83779492666","Polygon(List(List((4.362246171712462,51.889156521543505), (4.360525258716453,51.88863338577773), (4.360333106559265,51.888875397489265), (4.362054029446242,51.889398536097794), (4.362246171712462,51.889156521543505))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/10","VULCAANH RBT 2","2a4a09e7-9be1-3fe8-822f-01a3e1e4d995","Polygon(List(List((4.364339085703843,51.906828719319407), (4.364516660551719,51.906430128283695), (4.36409639049358,51.906358488819784), (4.363918815076071,51.906757081037682), (4.364339085703843,51.906828719319407))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/426","EUROPAH UNIPER 2 GIPS NZ","e627bf26-b3e2-3993-9b74-a965209c7355","Polygon(List(List((4.030334032175305,51.962535404451089), (4.028495463336618,51.96210856951091), (4.028341916873885,51.962360965807385), (4.030180494548286,51.96278780316424), (4.030334032175305,51.962535404451089))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/153","2E MERWEDEH GROOT KADE","691e4691-38fb-30ee-8884-11c9f0234c94","Polygon(List(List((4.722502086314769,51.817863075332575), (4.722423219562008,51.817597895588626), (4.719214120455892,51.817964445411853), (4.719292968948481,51.81822962726919), (4.722502086314769,51.817863075332575))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/14/75","NIEUWE MAAS VAN NIEUWP 1","63573ba5-bc0d-336b-b317-eec1e3ed1e35","Polygon(List(List((4.55031100225994,51.90822773373629), (4.55007536096434,51.907569572703615), (4.549933479735027,51.90758900401287), (4.550169119018418,51.908247167121566), (4.55031100225994,51.90822773373629))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/580","OUDE MAAS  STG","57027650-d4cc-3c99-b154-7377f0449142","Polygon(List(List((4.324768819135784,51.879669564760867), (4.325182267743148,51.879754592687831), (4.325571520513889,51.879029590136547), (4.325158077813994,51.878944563588362), (4.324768819135784,51.879669564760867))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/71/1","DRECHTH AGRO D1","f9ae87ec-7e40-39eb-a9d6-7b4bb9b8f99f","Polygon(List(List((4.61527703943568,51.808354365105302), (4.614662322127439,51.807798282228582), (4.614542713400157,51.80784908820268), (4.615157426988644,51.808405173479656), (4.61527703943568,51.808354365105302))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/71/10","DRECHTH AGRO D3","5efacb32-bf45-3318-a9ed-590f6a72b8c5","Polygon(List(List((4.616382460516765,51.809382233408947), (4.615915257293698,51.808959614652615), (4.615795646883656,51.809010421893809), (4.616262849476224,51.809433042920276), (4.616382460516765,51.809382233408947))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/174","KOLENH HBR 1","7ef64be6-e986-310f-ad9a-058ac36a1cc6","Polygon(List(List((4.71117749490231,51.822153734845514), (4.710697226264275,51.820977384840234), (4.710373826127383,51.8210280948649), (4.710854086986384,51.822204437184865), (4.71117749490231,51.822153734845514))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/71/2","OUDE MAAS NOBEL KADE","d74d062f-4b7f-3030-aee5-e7894d600f33","Polygon(List(List((4.637733912001247,51.804690714832965), (4.636330708136602,51.804220816834736), (4.63612397904308,51.804458066753917), (4.637527193970835,51.804927963664042), (4.637733912001247,51.804690714832965))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/694","SCHEURH KOTUGSMIT 3","eec38894-44ba-3fc8-a605-f3f73e7aba81","Polygon(List(List((4.13927792341287,51.961891225004173), (4.139008740593638,51.961678975780579), (4.138894215951055,51.961734406059854), (4.139163398556684,51.961946655543301), (4.13927792341287,51.961891225004173))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/20/3","SCHEUR CONNEXXION VEERBOOT","d9ff2ef9-2fe8-3185-bda9-74a58fb1556c","Polygon(List(List((4.243769127869895,51.911961346253847), (4.243451119139038,51.911038335505921), (4.243024714701489,51.911094528004753), (4.243342712148928,51.912017539846666), (4.243769127869895,51.911961346253847))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/32","ZEVENMANSH ALIPHOS 4","953659dd-353a-3ff0-b354-b0ed7b855210","Polygon(List(List((4.323557491906424,51.897369300365227), (4.323701399648431,51.897381641478319), (4.323900876879701,51.896491355190513), (4.323756974834008,51.896479014354348), (4.323557491906424,51.897369300365227))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/43","NIEUWE MAAS VOPAK 630","a1495f14-fe13-30e9-a40f-2c96bc204be5","Polygon(List(List((4.358938419642831,51.901290335214902), (4.356917589509182,51.901146650321955), (4.356900995077186,51.901235942569528), (4.358921826261757,51.901379627731394), (4.358938419642831,51.901290335214902))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/127","JULIANAH SILO STG","6c65f91c-7a1d-33e7-8fcd-7687d1715b13","Polygon(List(List((4.64225864452318,51.787062285776436), (4.640274978880132,51.787115746014535), (4.640281269626453,51.787205543907938), (4.642264939211967,51.787152083571634), (4.64225864452318,51.787062285776436))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/71/13","DRECHTH HEEREMA KADE","7a33caef-8fab-361f-bac8-075aab63140f","Polygon(List(List((4.614675685904632,51.806193240129488), (4.614551577117369,51.80614676919383), (4.614176772212438,51.806531457790953), (4.614300884567862,51.80657792914154), (4.614675685904632,51.806193240129488))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/152","1E EEMH UWT STGDEK","1c882877-00dc-3edc-821b-a6b22fe91f69","Polygon(List(List((4.4091107562789,51.890549396530382), (4.409159000503213,51.890634174708474), (4.410392552730588,51.890365429015972), (4.410344309367442,51.890280651360548), (4.4091107562789,51.890549396530382))))"
