URN,Name,UUID,Geometry
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/603","3E PET VOPAK 2","ad1b76d7-6307-3d5f-b186-15adedb57285","Polygon(List(List((4.302764340511522,51.880249866402487), (4.305600478271047,51.880810253468212), (4.3057431364439,51.880533692231708), (4.302908897823038,51.879973681087655), (4.302907014292122,51.8799733086353), (4.30276440743697,51.880249741174516), (4.302764340511522,51.880249866402487))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/438","3E PET KOOLE KADE H en 11","152dd693-e650-3c70-8dfb-2eb7d4aee7b4","Polygon(List(List((4.311486640358691,51.875737966040191), (4.311669578582748,51.875769752679105), (4.311935217032246,51.875815901898775), (4.311945016897822,51.875817610531172), (4.311945280103902,51.875817656986762), (4.311950803462709,51.875818616338222), (4.312931903038218,51.873655299719857), (4.312467760435773,51.873574653334757), (4.311486640358691,51.875737966040191))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/528","SINT-LAURENSH  DBA 1","fbbcf2ee-0c30-34b5-93e1-4c83ef0aff61","Polygon(List(List((4.271780065419962,51.893957085013582), (4.272121247683474,51.893302710733771), (4.271222603522627,51.893123349724959), (4.270881409582612,51.89377772137599), (4.271780065419962,51.893957085013582))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/61","SINT-LAURENSH EBS 4","ee0c98c0-0900-374e-ae73-6913c4accd19","Polygon(List(List((4.272270857894436,51.88929615474558), (4.271372044227096,51.891005553174523), (4.271783711394395,51.891088386101764), (4.271818219116087,51.891095371899922), (4.27271701767162,51.889385970033054), (4.272270857894436,51.88929615474558))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/387","CHEMIEH RUBIS STG 2","52afb309-0ca4-31b7-957d-c65fe661f8b9","Polygon(List(List((4.277349174099402,51.881285955975805), (4.276691812589655,51.879535003752594), (4.276339739152434,51.87958563117899), (4.276234907704928,51.879600705777243), (4.27689225235208,51.881351660494381), (4.277349174099402,51.881285955975805))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/571","7E PET VOPAK 4 WZ VP","5caff3ef-7a59-3b96-95fd-fceb84463331","Polygon(List(List((4.210492060405977,51.919777350913478), (4.210559151451569,51.917216137593982), (4.209861584159474,51.917209148892177), (4.209794453370206,51.919770361694198), (4.210492060405977,51.919777350913478))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/859","6E PET BP STG 2","c3000326-cc3d-372e-9a01-d03a1334575a","Polygon(List(List((4.091745721753208,51.947695787919599), (4.087433993454752,51.950432971013853), (4.088059339770272,51.95080912644665), (4.092371066471139,51.948071920554959), (4.09205839352936,51.947883854659089), (4.091745721753208,51.947695787919599))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/860","6E PET BP STG 1","c7809304-7ef2-31ab-9340-a69384f9caf8","Polygon(List(List((4.090848629641914,51.947152944477601), (4.090535496799551,51.946965174073505), (4.086230649098938,51.949706441549345), (4.086856919254309,51.950082003424775), (4.091161765129798,51.947340713153039), (4.090848629641914,51.947152944477601))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/2/102","IJSELH CONTINENTAL LP","6b2324b8-9153-3983-b31e-7622b7cee710","Polygon(List(List((4.437019012483412,51.905138875439278), (4.434503662383237,51.904118686667346), (4.434247098112023,51.904360709902079), (4.436762455861026,51.905380904153041), (4.437019012483412,51.905138875439278))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/223","1E PET SHELL 3","bfc73f23-e5ff-35b7-9e87-1f1622bfd1f3","Polygon(List(List((4.343110028078597,51.885629563200077), (4.34500408720185,51.887332429003315), (4.34539293977694,51.887166808038302), (4.343498872817443,51.885463948447857), (4.343110028078597,51.885629563200077))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/256","WAALH 2 STEINWEG NZ 2","243f6b44-afef-322a-805b-87011419ab69","Polygon(List(List((4.453388149295392,51.891426784353463), (4.453285030442453,51.891197305817499), (4.447000911209639,51.892278182658885), (4.447104000403618,51.892507666606043), (4.453388149295392,51.891426784353463))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/558","7E PET AGLOBIS Z-STG 2","799e05dc-84d9-394d-b218-4648f5beb0b2","Polygon(List(List((4.21811146982595,51.916035244673608), (4.216393547369071,51.915205207528182), (4.216169840194586,51.915382267357721), (4.217887765236234,51.916212307761931), (4.21811146982595,51.916035244673608))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/221","1E PET SHELL 12","41690039-a231-3bbb-b45d-225d059b6f21","Polygon(List(List((4.347223492043114,51.881935255835472), (4.346741431164491,51.883516208707711), (4.346779234221598,51.883520624513288), (4.347202414604876,51.883570041952652), (4.347684459906589,51.881989086258422), (4.347478140140791,51.881964992850961), (4.347223492043114,51.881935255835472))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/185","EUROPAH BUNGE GR STG","60b72965-a27b-3b89-993c-1bffa907489c","Polygon(List(List((4.042582543051664,51.96104982924917), (4.042171816349462,51.961145319555229), (4.041763317512048,51.961240262210197), (4.041463769755364,51.961309887874421), (4.040973541744124,51.961423826236505), (4.040673970999367,51.96149345593571), (4.040265461420506,51.961588396006633), (4.039859216781633,51.961682815870077), (4.040023154546788,51.961952002575174), (4.040429398351588,51.961857583021491), (4.040837908616642,51.961762641476746), (4.041137480911584,51.961693011367871), (4.041627709977914,51.961579073217422), (4.041927256348409,51.961509448008968), (4.042335771953534,51.961414501367301), (4.042746522761608,51.961319005357232), (4.042582543051664,51.96104982924917))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/257","BOTLEK VOPAK NOORD 3","878b147f-3936-3552-9d02-a47a24dcca3b","Polygon(List(List((4.306711518709553,51.887739715205626), (4.303949179575333,51.887183300090513), (4.303850261949329,51.887371323721354), (4.306612611373725,51.887927741178103), (4.306711518709553,51.887739715205626))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/621","BOTLEK EBS LAURH TERM","6c290fa2-1939-37f3-b85f-9d2157b10dc8","Polygon(List(List((4.263650610660159,51.882740033397958), (4.26507040575549,51.883025838278101), (4.265250096946651,51.882683950565017), (4.26383031291954,51.882398147886633), (4.263650610660159,51.882740033397958))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/137","EUROPAH LYONDELL 1","8899f3cd-7852-301a-aaf4-3b2bb936b06d","Polygon(List(List((4.034032811478558,51.961961234971831), (4.032461372109026,51.962793561445437), (4.032570274341753,51.962872029355808), (4.032802290886892,51.963039196535647), (4.034373530027776,51.96220697288166), (4.035011401979149,51.961869624833632), (4.034670784485377,51.961623835095757), (4.034032811478558,51.961961234971831))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/670","SINT-LAURENSH AVR 4","25c0cb0d-7bef-3a5e-860c-8d70f5683b31","Polygon(List(List((4.277235038616747,51.895801488737305), (4.276062052403344,51.8955627041409), (4.276009832914502,51.895660887104739), (4.277182821403968,51.895899672226093), (4.277235038616747,51.895801488737305))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/181","CALANDK AGLOBIS Z-STG 1","a9d28706-5e24-333f-b1d8-545af70652ad","Polygon(List(List((4.219343721684446,51.915976655342469), (4.221395200484374,51.914122085524141), (4.221007745058675,51.913958178476719), (4.21895625785892,51.915812741545658), (4.219343721684446,51.915976655342469))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/700","SCHEURH KOTUGSMIT 5","8ba66954-43ee-3473-95f2-fd2033d90662","Polygon(List(List((4.139669805081104,51.961722967771564), (4.139355757670997,51.961475345853408), (4.139232071609624,51.961535210663591), (4.139546118750605,51.961782832909179), (4.139669805081104,51.961722967771564))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/87","SINT-LAURENSH EMR 3","a8e22d77-5f41-3fb7-a6c9-5bbc6c8aa6da","Polygon(List(List((4.275884623621884,51.890253263480993), (4.276014917829726,51.890005389688369), (4.275593605712386,51.889920600698673), (4.275572885059935,51.889916430587505), (4.275442590199954,51.89016430120413), (4.275884623621884,51.890253263480993))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/168","1E MERWEDEH HOEBEE NZ","f6ff55bc-5af4-3f4b-ac8c-b130d7af1878","Polygon(List(List((4.700691487849773,51.818805729124783), (4.69909801601731,51.818853712686675), (4.69911912704397,51.81912304276554), (4.700712608379474,51.819075058935432), (4.700691487849773,51.818805729124783))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/187","BOMH HBR 1","1fe36f58-b187-3768-afe3-00eb05080d81","Polygon(List(List((4.658095595101482,51.813649397913949), (4.657156596665713,51.814071673325884), (4.657284340415871,51.814180799562607), (4.658223339938351,51.813758523135839), (4.658095595101482,51.813649397913949))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/674","CHEMIEH VOPAK 2 CP 2 ZZ","8732dafa-3079-3123-85a7-deb516e97983","Polygon(List(List((4.272200559544967,51.874836601867315), (4.273186521356544,51.8752168419188), (4.273304008268872,51.875100126146712), (4.272318048007119,51.874719887080516), (4.272200559544967,51.874836601867315))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/1252","WAALH 2 BALCK ZZ","6d48c7ce-15e4-3eb6-92f8-971def50f0b5","Polygon(List(List((4.450280223488186,51.890897926976365), (4.450404387764793,51.891176959642564), (4.454158654295103,51.890537320525191), (4.45403446844117,51.890258291752041), (4.450280223488186,51.890897926976365))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/196","BOTLEK BORAX STG","6cb190cc-4f3e-34e8-bb9c-c30eafdebd91","Polygon(List(List((4.299410242023544,51.886336702924339), (4.297794353723146,51.886013084417087), (4.296024296930247,51.88565927733292), (4.295880089475552,51.88593553402044), (4.29764997962001,51.886289307498835), (4.299265788597794,51.886612910110088), (4.299410242023544,51.886336702924339))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/183","EUROPAH BUNGE KADE","2df0f3f8-b6e2-397d-8822-dccfcc37a09f","Polygon(List(List((4.042601042153395,51.961896049610552), (4.044099025224613,51.961548106927509), (4.044027339124533,51.961430328842923), (4.042529359445478,51.961778270630333), (4.042601042153395,51.961896049610552))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/381","WAALH 1 WESTERSTUW NZ 1","1549081e-8a36-38c2-97a4-b337283fb790","Polygon(List(List((4.442058338866163,51.896238742998314), (4.443597914768864,51.895973692381588), (4.443435942923498,51.895613593424862), (4.443434332679876,51.89561001373265), (4.441894768292335,51.895875062246532), (4.442058338866163,51.896238742998314))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/368","NIJLH GATE STG1","0ddcb550-3ad1-361c-b63d-82cd1abe10a7","Polygon(List(List((4.076461232428423,51.970616621767981), (4.074308320274517,51.973713646004313), (4.074976935132554,51.973890940921734), (4.077129809858469,51.970793904397041), (4.076461232428423,51.970616621767981))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/72/8","BENEDEN MERWEDE HBR 1","4477431b-04b9-346d-be4f-b9494d329dc7","Polygon(List(List((4.691922599307073,51.823346682532005), (4.693473728459127,51.823578284696026), (4.693558665850649,51.823359830500678), (4.692007543771146,51.823128229466221), (4.691922599307073,51.823346682532005))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/192","RIEDIJKSH HBR 2","6a168c9f-2604-3937-a832-3b3e6044f896","Polygon(List(List((4.675046213540472,51.817385330452815), (4.674925193323933,51.816942218811178), (4.674760752318516,51.816959469469062), (4.674881770962998,51.817402581276461), (4.675046213540472,51.817385330452815))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/45","NIEUWE MAAS VOPAK 628","e65f7505-d194-386a-81c2-5850dcacc4dd","Polygon(List(List((4.355727628419004,51.900896077226399), (4.35717106755765,51.900998727441738), (4.357224494049506,51.900711207610215), (4.355781064010569,51.900608558071823), (4.355727628419004,51.900896077226399))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/265","HARTELK ACR STG","96717186-7915-360c-9042-642e1372e774","Polygon(List(List((4.323502627940541,51.86740797802689), (4.326042382659306,51.867446293294847), (4.326047330534289,51.867320498624309), (4.323507340517834,51.867282179489216), (4.323506821744425,51.867295344544779), (4.323502385548728,51.867407974033611), (4.323502627940541,51.86740797802689))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/385","WAALH 1 RHB 1","ff5101e5-8b74-3d3a-9427-40a1dee623f8","Polygon(List(List((4.450406839914328,51.894802799762822), (4.455585675790664,51.893912597520689), (4.455442162090299,51.893593044929347), (4.450263360255488,51.894483240965087), (4.450317019469863,51.894602750667069), (4.450406839914328,51.894802799762822))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/61","WAALH 5 EXPEDITIE NZ","dd2e88ae-b1e4-3440-9d60-1d26e8ab346f","Polygon(List(List((4.429935407540447,51.897175663260647), (4.426380766858045,51.896149477528851), (4.426248678278076,51.896324592615521), (4.42608587077274,51.896540429132642), (4.429640535515721,51.89756662379471), (4.429838285816277,51.897304336105627), (4.429935407540447,51.897175663260647))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/7/453","EEMH DAMEN STG 1","7cfa4da9-de05-343d-9650-d58e360a2a04","Polygon(List(List((4.401902122771541,51.887592425047373), (4.402188356724044,51.888159433730493), (4.40245178402049,51.888108514411144), (4.402165547062507,51.887541506358559), (4.401902122771541,51.887592425047373))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/31","2E PET SHELL 38","742138a5-7ec0-3453-99e8-f4b09ec61b1e","Polygon(List(List((4.368420029476909,51.889023952030172), (4.373266523033873,51.888217654743528), (4.373145069718733,51.887938168209743), (4.368298604171015,51.888744460588939), (4.368420029476909,51.889023952030172))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/322","4E PET SHELL 103","6fb9bc28-8ade-382c-8a66-b15a521b81dc","Polygon(List(List((4.138317327128179,51.952125430221187), (4.138208042846661,51.955719918368452), (4.138877084149441,51.955727682354713), (4.138986314889179,51.952133193416429), (4.138317327128179,51.952125430221187))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/286","EUROPAH NESTE NZ","7f78a1b6-d39e-37f5-9bcb-b78bc9b98f45","Polygon(List(List((4.037135873077768,51.96217282286198), (4.035475703932091,51.963047881822298), (4.035692903984174,51.963205137512432), (4.037353074768282,51.9623300755106), (4.037135873077768,51.96217282286198))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/165","2E PET  STG 1","bce10161-677a-3ef4-a112-8253d3decdc2","Polygon(List(List((4.367086357146314,51.892175069211618), (4.367577007962124,51.892092609003427), (4.367158157479055,51.891138497807944), (4.36706296677073,51.890921654545899), (4.366572324953174,51.891004110828334), (4.367086357146314,51.892175069211618))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/219","1E PET SHELL 18A","8eb8b55d-268f-33bb-8f2a-3796948ef426","Polygon(List(List((4.348450661551706,51.883767976361199), (4.347990837139029,51.883715192918153), (4.347699452647506,51.884687291695506), (4.347593490960561,51.885040782100873), (4.348053328436202,51.885093567125814), (4.348450661551706,51.883767976361199))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/93","1E PET KOOLE 1","3e89057c-4e90-3684-9701-75bdd648307b","Polygon(List(List((4.341537496570699,51.891857783180605), (4.338746906881982,51.89304290881708), (4.339019833049112,51.893288934273009), (4.34181043235654,51.892103802225826), (4.341537496570699,51.891857783180605))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/138","CHEMIEH STOLT STG","9261dd23-f011-3ba0-96cd-159dea4adaae","Polygon(List(List((4.27284676416368,51.875558732191038), (4.273670195250626,51.877756392645935), (4.273674296883881,51.877755798703518), (4.274127124583788,51.877690805187335), (4.273303672329755,51.875493147856503), (4.27284676416368,51.875558732191038))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/72/6","KOOIH HBR 1","7db1f7e0-9ae1-3123-8fe3-a41a46e834a3","Polygon(List(List((4.716266222203295,51.827731098620539), (4.716289912944955,51.828360104924016), (4.716456689646651,51.828357693590355), (4.716432996577656,51.827728687316245), (4.716266222203295,51.827731098620539))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/224","1E PET SHELL 2","908ac2d2-40fc-324a-a714-73f331860730","Polygon(List(List((4.344972826088796,51.887132118294971), (4.344366862414438,51.889165074053466), (4.344792080943217,51.889213601951454), (4.344828258028964,51.889217731561303), (4.345434201591374,51.887184773381875), (4.344972826088796,51.887132118294971))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/41","WILTONH HEBO 571","c4a20471-c495-3da0-a2a2-4c49c015c5f6","Polygon(List(List((4.377962289394116,51.904384133799915), (4.378199657588445,51.904007264393542), (4.377931581347025,51.903942660315728), (4.377694211253881,51.9043195291787), (4.377962289394116,51.904384133799915))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/44","NIEUWE MAAS RBT 602","b5e6ff8a-682e-3ff5-8bbc-b6446cdba887","Polygon(List(List((4.366518081927697,51.901412403797821), (4.368258387175328,51.901346620774234), (4.368246687985708,51.901228200414778), (4.366506387307284,51.901293983278251), (4.366518081927697,51.901412403797821))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/8/244","1E PET SHELL 4","321b8874-0185-3a5d-8257-0995889bb6c6","Polygon(List(List((4.341116769874272,51.883913921343996), (4.342697976939145,51.885324462506787), (4.342980810729421,51.885203043856009), (4.341399599009362,51.883792506466129), (4.341236107892035,51.883862691762417), (4.341116769874272,51.883913921343996))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/466","BOTLEK HES BOTLEK PIER 4 NZ PL 1","6d9916d0-4c77-33b4-a3b8-2430dc7fc0bc","Polygon(List(List((4.264841213059355,51.880598182901267), (4.264789496887517,51.880696463901089), (4.266722772982846,51.881086088125905), (4.266774485391849,51.880987806268763), (4.264841213059355,51.880598182901267))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/17/40","KON WILHELMINAH VOPAK 634","51aa6b03-023a-3f21-a8da-acc724363ca2","Polygon(List(List((4.355056726266869,51.90220793359768), (4.355205418485639,51.901268687748832), (4.354959592089992,51.90125379564784), (4.354810894789096,51.902193041173803), (4.355056726266869,51.90220793359768))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/15/37","NIEUWE MAAS  FEYE 2","9b713e79-b885-33b2-a249-fa949989cbd4","Polygon(List(List((4.511804213343127,51.912970729211693), (4.511121007600338,51.913487823257817), (4.510456062653054,51.913909657797809), (4.510664201828545,51.914035137646501), (4.511329146675297,51.9136133028343), (4.511341408155549,51.913605023024182), (4.511346094666878,51.913601564936158), (4.512029298111322,51.91308446957644), (4.511804213343127,51.912970729211693))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/23","WILHELMINAH ERS JETTY","5e9cef84-cc2f-397a-bb08-af2a7390bd4b","Polygon(List(List((4.394722749080898,51.901505289033821), (4.394499110967637,51.902620241579768), (4.395220082920691,51.902675576600423), (4.395443703447821,51.901560622644936), (4.394722749080898,51.901505289033821))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/232","3E PET KOOLE 10","d0b89b64-b2c4-3fda-b4ea-cb64a907a227","Polygon(List(List((4.310187189339971,51.876850523129875), (4.310162156441401,51.876905461687933), (4.309629315331325,51.878075385429263), (4.310032332135125,51.878145700357521), (4.310054133783722,51.878149451840912), (4.31008357676471,51.878154640618476), (4.310616402395438,51.876984726440753), (4.310641433268361,51.876929790467798), (4.31163972584373,51.874737528454958), (4.311185493048491,51.874658284704743), (4.310187189339971,51.876850523129875))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/155","MISSISSIPPIH EMO PLAATS 4","e2221fdd-4a19-39ca-9c43-c443b79ab081","Polygon(List(List((4.058994255580378,51.938383620941899), (4.05249296148819,51.936874247591739), (4.052186147992853,51.937379067199394), (4.058687504548411,51.938888457629204), (4.058994255580378,51.938383620941899))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/770","DINTELH ADM LAADPIER 6","6aafe201-b29f-3209-887b-51de9c476846","Polygon(List(List((4.119634986180578,51.95671069603884), (4.120571609553639,51.957056418130733), (4.120645472449432,51.956980032820056), (4.119708850091262,51.956634311316215), (4.119634986180578,51.95671069603884))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/772","DINTELH ADM LAADPIER 4","625a41ce-1e58-3d0a-9aa0-0e1e638c72de","Polygon(List(List((4.119623606911212,51.95722588029593), (4.120557894241139,51.957574018666264), (4.120632274946974,51.957497825015679), (4.119697988615948,51.957149687235905), (4.119623606911212,51.95722588029593))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/145","WILHELMINAH ZHD 5","9977166c-153d-3063-a2e0-05c7785de530","Polygon(List(List((4.636687577891279,51.793520402661052), (4.636615705232293,51.793731466396267), (4.638246684212948,51.793945008196459), (4.638318549589656,51.793733943452885), (4.636687577891279,51.793520402661052))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/1/40","PARKH  SLUIS","8fd6ce2a-2ed9-3983-bd4e-e63aa3c18681","Polygon(List(List((4.464682465233613,51.90587312262857), (4.465364233989855,51.9045955245263), (4.465226248824749,51.904567352536205), (4.464544561179524,51.905844793194952), (4.464682465233613,51.90587312262857))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/5/80","MAASH GEMEENTE SS ROTTERDAM","cd75b98d-7d04-3049-be90-cf42d1034685","Polygon(List(List((4.471914904739932,51.898268690797103), (4.475041450564234,51.897539110663587), (4.474887619535129,51.897286822285608), (4.471761090261373,51.898016398396621), (4.471914904739932,51.898268690797103))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/2/204","IJSELH HIWA DK","044ae1bb-dad6-36a6-b404-44a50ccfb74d","Polygon(List(List((4.43876633774584,51.906753868276098), (4.439564602192201,51.906231150335827), (4.439443119039679,51.906160173956984), (4.438644854451717,51.906682891076478), (4.43876633774584,51.906753868276098))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/2/205","LEKH  ZZ","6efb4395-3815-3bad-b424-10d3af85a1af","Polygon(List(List((4.430154287070347,51.904954140143708), (4.43264901339239,51.905961030358405), (4.432847528233212,51.905772845006076), (4.430352807834172,51.904765959895023), (4.430154287070347,51.904954140143708))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/10/865","BENELUXH EBS ZEESTG BINNEN NOORD","b286aa10-0c03-3a35-a4b3-99193f216662","Polygon(List(List((4.12699078260639,51.953199852975416), (4.126582699671983,51.951148095442768), (4.126380584401476,51.95116344376185), (4.126788658225522,51.953215201961882), (4.12699078260639,51.953199852975416))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/43","WILTONH HEBO 572","5059cce3-4a56-3698-b915-0b49d956017c","Polygon(List(List((4.377788657118119,51.902869460230718), (4.377175870690627,51.903974706835726), (4.377557969859256,51.904055765851567), (4.378170748025107,51.902950517243781), (4.377788657118119,51.902869460230718))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/612","BOTLEK VOPAK NOORD 9","2ba2ad65-4472-30c5-b314-33b7791c8555","Polygon(List(List((4.299906653040243,51.886382869134607), (4.300805519413006,51.886561546502492), (4.30084771929513,51.88648025204408), (4.299948854374581,51.886301575001376), (4.299906653040243,51.886382869134607))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/629","SINT-LAURENSH EBS 2","e8a9a046-e3e9-3c1c-9150-be8d29a2c21e","Polygon(List(List((4.273915508127337,51.886167939326278), (4.273093211814539,51.887732049256634), (4.273539357765302,51.887821861398606), (4.27375621439469,51.887865515515692), (4.274578490161738,51.886301400911314), (4.273915508127337,51.886167939326278))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/630","SINT-LAURENSH EBS 3","ab2500de-15ba-320a-85f8-55f637e52146","Polygon(List(List((4.272270857894436,51.88929615474558), (4.27271701767162,51.889385970033054), (4.273539357765302,51.887821861398606), (4.273093211814539,51.887732049256634), (4.272270857894436,51.88929615474558))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/264","WAALH 1 RHENUS ZZ 2B","89bc7582-673b-3fbc-91f3-d21e185b812c","Polygon(List(List((4.450009274444581,51.893914830223515), (4.450010748495166,51.893914579508653), (4.455430546482527,51.892992282001686), (4.455306095700116,51.892712365446933), (4.449884895750184,51.893634901170344), (4.450009274444581,51.893914830223515))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/12","WILTONH DAMEN 1","db6b1307-8848-326f-80ea-592db7fe026e","Polygon(List(List((4.383277331002549,51.901884883670817), (4.382650493306468,51.901074028521563), (4.382283473778137,51.901182600273195), (4.382910306341798,51.901993457355722), (4.383277331002549,51.901884883670817))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/138","EUROPAH LYONDELL 4","5599c407-b876-3fed-9d32-973428e44dc2","Polygon(List(List((4.030428318599225,51.963659674814096), (4.031808295788139,51.962927917901212), (4.031699316359657,51.962849491534989), (4.030319339829001,51.963581247179256), (4.030428318599225,51.963659674814096))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/16/33","WILTONH DAMEN 18","c7d1634c-4476-321a-8fab-c5931e055294","Polygon(List(List((4.379408298511521,51.906863484099681), (4.379884459294088,51.906014307630215), (4.379335307498925,51.905896499211543), (4.378859137620883,51.906745673444874), (4.379408298511521,51.906863484099681))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/6/148","WAALH 8 ALLSEAS NZ 1","40459ef1-7613-3daf-a640-a66b84ec5cea","Polygon(List(List((4.437374108649532,51.886056202506531), (4.440787604767833,51.887154491075528), (4.440914911939315,51.887002973666654), (4.437501424163468,51.885904688796558), (4.437374108649532,51.886056202506531))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/78/186","2E MERWEDEH HBR 1","8a219f5f-6e25-3ddc-89c0-83cd85d32bb7","Polygon(List(List((4.71456142729668,51.819603488935051), (4.713544727431421,51.820640491820974), (4.713978558688473,51.820803845194341), (4.714995252290602,51.819766838558721), (4.71456142729668,51.819603488935051))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/9/600","3E PET VOPAK 4","e661dfd5-d193-3647-9815-6b80e5e1fed3","Polygon(List(List((4.297652862070477,51.879224280657304), (4.297652310956661,51.879225327258062), (4.300208493098233,51.879737300097339), (4.300353806470733,51.879459379153346), (4.297797638419932,51.878947409498707), (4.297797292698609,51.878948071478185), (4.297652862070477,51.879224280657304))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/11/148","EUROPAH APM OZ","767b6650-2905-3ecb-b84e-3601ddee3adb","Polygon(List(List((4.057146914439628,51.958876423577941), (4.052961570966399,51.958548484592974), (4.052854330253796,51.959070755302577), (4.052851720477392,51.959083461667007), (4.057037115874627,51.959411404738752), (4.057040190600598,51.959396422977981), (4.057146914439628,51.958876423577941))))"
"urn:pronto:NLRTM-PORTMAPS:BERTH:Z100/3/128","MERWEH  365","cf6c60cd-7bf4-35c3-bc9e-f6aa0b24e169","Polygon(List(List((4.416009428141733,51.909183626127358), (4.416722412878786,51.907797332229265), (4.416726047553253,51.907790264672371), (4.416802360164854,51.90764188087968), (4.416456162188754,51.907573767226516), (4.415663219523424,51.909115510124927), (4.416009428141733,51.909183626127358))))"
